,rating,agent_type,misinformation_type,rebuttal_type,rating_score
414,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
415,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
416,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
417,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
418,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
419,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
420,helpful,neutral,Fallacy of Relevance,Mitigation,2
421,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
422,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
423,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
424,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
425,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
426,somewhat helpful,neutral,Fallacy of Relevance,No Need to Address,1
427,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
428,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
429,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
430,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
431,somewhat helpful,neutral,Faulty Generalization,Alternative,1
432,helpful,neutral,Faulty Generalization,No Evidence,2
433,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
434,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
435,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
436,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
437,helpful,neutral,Faulty Generalization,Negative Effect due to y,2
438,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
439,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
440,somewhat helpful,neutral,Equivocation,Mitigation,1
441,somewhat helpful,neutral,Equivocation,Alternative,1
442,somewhat helpful,neutral,Equivocation,No Evidence,1
443,somewhat helpful,neutral,Equivocation,Another True Cause,1
444,somewhat helpful,neutral,Equivocation,Missing Mechanism 1,1
445,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
446,somewhat helpful,neutral,Equivocation,No Need to Address,1
447,somewhat helpful,neutral,Equivocation,Negative Effect due to y,1
448,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,1
449,helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,2
450,somewhat helpful,neutral,Ad Populum,Mitigation,1
451,somewhat helpful,neutral,Ad Populum,Alternative,1
452,helpful,neutral,Ad Populum,No Evidence,2
453,somewhat helpful,neutral,Ad Populum,Another True Cause,1
454,somewhat helpful,neutral,Ad Populum,Missing Mechanism 1,1
455,somewhat helpful,neutral,Ad Populum,Missing Mechanism 2,1
456,somewhat helpful,neutral,Ad Populum,No Need to Address,1
457,somewhat helpful,neutral,Ad Populum,Negative Effect due to y,1
458,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 1,1
459,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 2,1
460,somewhat helpful,neutral,Circular Claim,Mitigation,1
461,somewhat helpful,neutral,Circular Claim,Alternative,1
462,somewhat helpful,neutral,Circular Claim,No Evidence,1
463,helpful,neutral,Circular Claim,Another True Cause,2
464,helpful,neutral,Circular Claim,Missing Mechanism 1,2
465,somewhat helpful,neutral,Circular Claim,Missing Mechanism 2,1
466,somewhat helpful,neutral,Circular Claim,No Need to Address,1
467,somewhat helpful,neutral,Circular Claim,Negative Effect due to y,1
468,somewhat helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 1,1
469,somewhat helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 2,1
470,somewhat helpful,neutral,False Causality,Mitigation,1
471,somewhat helpful,neutral,False Causality,Alternative,1
472,somewhat helpful,neutral,False Causality,No Evidence,1
473,somewhat helpful,neutral,False Causality,Another True Cause,1
474,somewhat helpful,neutral,False Causality,Missing Mechanism 1,1
475,somewhat helpful,neutral,False Causality,Missing Mechanism 2,1
476,somewhat helpful,neutral,False Causality,No Need to Address,1
477,helpful,neutral,False Causality,Negative Effect due to y,2
478,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 1,1
479,helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 2,2
480,somewhat helpful,neutral,Equivocation,Mitigation,1
481,somewhat helpful,neutral,Equivocation,Alternative,1
482,helpful,neutral,Equivocation,No Evidence,2
483,somewhat helpful,neutral,Equivocation,Another True Cause,1
484,somewhat helpful,neutral,Equivocation,Missing Mechanism 1,1
485,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
486,somewhat helpful,neutral,Equivocation,No Need to Address,1
487,somewhat helpful,neutral,Equivocation,Negative Effect due to y,1
488,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,1
489,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,1
490,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
491,somewhat helpful,neutral,Faulty Generalization,Alternative,1
492,helpful,neutral,Faulty Generalization,No Evidence,2
493,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
494,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
495,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
496,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
497,helpful,neutral,Faulty Generalization,Negative Effect due to y,2
498,helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,2
499,helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,2
500,somewhat helpful,neutral,Fallacy of Credibility,Mitigation,1
501,somewhat helpful,neutral,Fallacy of Credibility,Alternative,1
502,helpful,neutral,Fallacy of Credibility,No Evidence,2
503,helpful,neutral,Fallacy of Credibility,Another True Cause,2
504,helpful,neutral,Fallacy of Credibility,Missing Mechanism 1,2
505,helpful,neutral,Fallacy of Credibility,Missing Mechanism 2,2
506,helpful,neutral,Fallacy of Credibility,No Need to Address,2
507,helpful,neutral,Fallacy of Credibility,Negative Effect due to y,2
508,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
509,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
510,somewhat helpful,neutral,Ad Hominem,Mitigation,1
511,somewhat helpful,neutral,Ad Hominem,Alternative,1
512,somewhat helpful,neutral,Ad Hominem,No Evidence,1
513,somewhat helpful,neutral,Ad Hominem,Another True Cause,1
514,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
515,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
516,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
517,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
518,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
519,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
520,somewhat helpful,neutral,Intentional Fallacy,Mitigation,1
521,somewhat helpful,neutral,Intentional Fallacy,Alternative,1
522,somewhat helpful,neutral,Intentional Fallacy,No Evidence,1
523,somewhat helpful,neutral,Intentional Fallacy,Another True Cause,1
524,helpful,neutral,Intentional Fallacy,Missing Mechanism 1,2
525,somewhat helpful,neutral,Intentional Fallacy,Missing Mechanism 2,1
526,helpful,neutral,Intentional Fallacy,No Need to Address,2
527,helpful,neutral,Intentional Fallacy,Negative Effect due to y,2
528,helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,2
529,somewhat helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,1
530,somewhat helpful,neutral,Appeal to Emotion,Mitigation,1
531,somewhat helpful,neutral,Appeal to Emotion,Alternative,1
532,somewhat helpful,neutral,Appeal to Emotion,No Evidence,1
533,somewhat helpful,neutral,Appeal to Emotion,Another True Cause,1
534,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 1,1
535,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 2,1
536,somewhat helpful,neutral,Appeal to Emotion,No Need to Address,1
537,somewhat helpful,neutral,Appeal to Emotion,Negative Effect due to y,1
538,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
539,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,1
540,somewhat helpful,neutral,Fallacy of Relevance,Mitigation,1
541,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
542,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
543,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
544,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
545,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
546,somewhat helpful,neutral,Fallacy of Relevance,No Need to Address,1
547,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
548,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
549,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
550,helpful,neutral,Intentional Fallacy,Mitigation,2
551,helpful,neutral,Intentional Fallacy,Alternative,2
552,helpful,neutral,Intentional Fallacy,No Evidence,2
553,somewhat helpful,neutral,Intentional Fallacy,Another True Cause,1
554,helpful,neutral,Intentional Fallacy,Missing Mechanism 1,2
555,helpful,neutral,Intentional Fallacy,Missing Mechanism 2,2
556,helpful,neutral,Intentional Fallacy,No Need to Address,2
557,helpful,neutral,Intentional Fallacy,Negative Effect due to y,2
558,helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,2
559,helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,2
560,somewhat helpful,neutral,False Dilemma,Mitigation,1
561,somewhat helpful,neutral,False Dilemma,Alternative,1
562,somewhat helpful,neutral,False Dilemma,No Evidence,1
563,somewhat helpful,neutral,False Dilemma,Another True Cause,1
564,helpful,neutral,False Dilemma,Missing Mechanism 1,2
565,somewhat helpful,neutral,False Dilemma,Missing Mechanism 2,1
566,somewhat helpful,neutral,False Dilemma,No Need to Address,1
567,somewhat helpful,neutral,False Dilemma,Negative Effect due to y,1
568,somewhat helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 1,1
569,helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 2,2
570,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
571,somewhat helpful,neutral,Faulty Generalization,Alternative,1
572,somewhat helpful,neutral,Faulty Generalization,No Evidence,1
573,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
574,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
575,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
576,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
577,somewhat helpful,neutral,Faulty Generalization,Negative Effect due to y,1
578,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
579,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
580,somewhat helpful,neutral,Deductive Fallacy,Mitigation,1
581,somewhat helpful,neutral,Deductive Fallacy,Alternative,1
582,helpful,neutral,Deductive Fallacy,No Evidence,2
583,helpful,neutral,Deductive Fallacy,Another True Cause,2
584,helpful,neutral,Deductive Fallacy,Missing Mechanism 1,2
585,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 2,1
586,somewhat helpful,neutral,Deductive Fallacy,No Need to Address,1
587,somewhat helpful,neutral,Deductive Fallacy,Negative Effect due to y,1
588,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
589,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,1
590,somewhat helpful,neutral,Ad Populum,Mitigation,1
591,somewhat helpful,neutral,Ad Populum,Alternative,1
592,somewhat helpful,neutral,Ad Populum,No Evidence,1
593,somewhat helpful,neutral,Ad Populum,Another True Cause,1
594,somewhat helpful,neutral,Ad Populum,Missing Mechanism 1,1
595,somewhat helpful,neutral,Ad Populum,Missing Mechanism 2,1
596,somewhat helpful,neutral,Ad Populum,No Need to Address,1
597,somewhat helpful,neutral,Ad Populum,Negative Effect due to y,1
598,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 1,1
599,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 2,1
600,somewhat helpful,neutral,Appeal to Emotion,Mitigation,1
601,somewhat helpful,neutral,Appeal to Emotion,Alternative,1
602,somewhat helpful,neutral,Appeal to Emotion,No Evidence,1
603,somewhat helpful,neutral,Appeal to Emotion,Another True Cause,1
604,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 1,1
605,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 2,1
606,somewhat helpful,neutral,Appeal to Emotion,No Need to Address,1
607,somewhat helpful,neutral,Appeal to Emotion,Negative Effect due to y,1
608,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
609,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,1
610,somewhat helpful,neutral,Ad Hominem,Mitigation,1
611,somewhat helpful,neutral,Ad Hominem,Alternative,1
612,helpful,neutral,Ad Hominem,No Evidence,2
613,somewhat helpful,neutral,Ad Hominem,Another True Cause,1
614,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
615,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
616,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
617,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
618,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
619,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
620,somewhat helpful,neutral,Fallacy of Extension,Mitigation,1
621,somewhat helpful,neutral,Fallacy of Extension,Alternative,1
622,helpful,neutral,Fallacy of Extension,No Evidence,2
623,helpful,neutral,Fallacy of Extension,Another True Cause,2
624,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 1,1
625,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 2,1
626,helpful,neutral,Fallacy of Extension,No Need to Address,2
627,helpful,neutral,Fallacy of Extension,Negative Effect due to y,2
628,helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,2
629,somewhat helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,1
630,somewhat helpful,neutral,Fallacy of Credibility,Mitigation,1
631,somewhat helpful,neutral,Fallacy of Credibility,Alternative,1
632,helpful,neutral,Fallacy of Credibility,No Evidence,2
633,somewhat helpful,neutral,Fallacy of Credibility,Another True Cause,1
634,helpful,neutral,Fallacy of Credibility,Missing Mechanism 1,2
635,helpful,neutral,Fallacy of Credibility,Missing Mechanism 2,2
636,helpful,neutral,Fallacy of Credibility,No Need to Address,2
637,helpful,neutral,Fallacy of Credibility,Negative Effect due to y,2
638,helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,2
639,helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,2
